"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","list-view-header","he-lazy-image src 2"
"https://www.hepsiemlak.com/mugla-fethiye-tasyaka-kiralik/daire/144026-34","14","13.000","26-03-2024","Kiralık Daire","1 +
                        1","70 m²","15
                      Yaşında","Giriş Katı","Fethiye, Taşyaka Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/kaya-grup-fethiye-144026","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/2/6/1/4/2/4/6e32697e-df8c-4d5f-9e10-503b6793e222.jpg","Avm Arkasında Müstakil Girişli 1+1 Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/2/0/4/4/1/fc195281-0e7e-48c7-acb4-b655478f543c.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-koyunbaba-kiralik/daire/5343-10559","30","22.000","19-03-2024","Kiralık Daire","2 +
                        1","85 m²","17
                      Yaşında","Bahçe Katı","Bodrum, Koyunbaba Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/keller-williams-bodrum-5343","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/0/7/7/3/2/4/b0c05e43-b338-44c3-b2a2-900e98bd9ac6.jpg","Bodrum Gümüşlük, Deniz Manzaralı Kiralık 2+1 Bahçe Katı","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/4/3/5/0/0/0a4ee8ff-e0bf-4ec8-9931-d41246fbb5f6.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-dirmil-kiralik/residence/34401-11774","30","350.000","09-04-2024","Kiralık Residence","2 +
                        1","125 m²","1
                      Yaşında","2. Kat","Bodrum, Dirmil Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/net-istanbul-luxury-34401","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/9/0/7/0/2/4/e565ff01-7119-4323-baa9-db4f773a2e4b.jpg","Yalıkavak Nef De Ful Deniz Manzaralı 2+1 Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/0/4/4/3/0/838f4020-84c4-4dc4-8dda-1183370e1398.jpg"
"https://www.hepsiemlak.com/mugla-koycegiz-gulpinar-kiralik/daire/139367-122","36","18.000","02-04-2024","Kiralık Daire","3 +
                        1","140 m²","5
                      Yaşında","Zemin","Köyceğiz, Gülpınar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/muf-yatirim-danismanligi-139367","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/3/8/6/3/2/4/4cd18e57-2cef-42fd-807f-d41e329d9d30.jpeg","Muf'tan Çarşı Merkezinde Geniş 3+1 Zemin Kat Kiralık Daire!!!","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/6/3/9/3/1/07d54d7a-26c7-490e-8276-be191dae8c78.jpg"
"https://www.hepsiemlak.com/mugla-dalaman-karacali-kiralik/daire/135033-157","25","15.500","15-03-2024","Kiralık Daire","3 +
                        1","135 m²","10
                      Yaşında","Yüksek Giriş","Dalaman, Karaçalı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gezgin-gayrimenkul-135033","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/4/3/2/3/2/4/1709882668288-42323415.jpg","Gezgin Emlaktan Bahçeli Nizam Kapalı Mutfak 3+1kiralik Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/3/0/5/3/1/b6bd95c8-6129-4118-9e3d-884c65661cc6.jpg"
"https://www.hepsiemlak.com/mugla-koycegiz-toparlar-kiralik/mustakil-ev/128779-285","43","25.000","09-04-2024","Kiralık Müstakil Ev","5 +
                        1","150 m²","1
                      Yaşında","Bahçe Katı","Köyceğiz, Toparlar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/merlin-gayrimenkul-128779","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/1/2/0/2/2/4/ef27c39d-7319-4adf-bc06-117be28d4d14.jpeg","Merlin'den Köyceğiz Toparlar'da 5+1 150 M² Eşyalı Kiralık Ev","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/7/7/8/2/1/771f5dc4-00da-4403-909c-f86bbff2a883.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-cirkan-kiralik/daire/118748-619","60","35.000","05-03-2024","Kiralık Daire","2 +
                        1","85 m²","Sıfır Bina","En Üst Kat","Bodrum, Çırkan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/7/3/8/1/2/4/1707556319-157898-42183794.jpeg","Bodrum Konacik Jandarma Cıvarı Kiralık Sıfır 2+1 Daire!",""
"https://www.hepsiemlak.com/mugla-mentese-yenikoy-kiralik/villa/94718-2346","42","40.000","11-03-2024","Kiralık Villa","4 +
                        1","165 m²","Sıfır Bina","","Menteşe, Yeniköy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/kdm-gayrimenkul-mugla-94718","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/1/0/7/7/1/4/80a87318-b822-49f8-87c4-695331475669.jpg","Muğla Menteşe Yeniköyde Site İçerisinde Kiralık 4+1 Müstakil Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/1/7/4/9/0/3ce98b38-235d-40c2-9268-4a6731df2f0c.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-turgutreis-kiralik/daire/66406-2258","10","20.000","13-04-2024","Kiralık Daire","1 +
                        1","60 m²","20
                      Yaşında","Giriş Katı","Bodrum, Turgutreis Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/3/3/0/4/8/3/64b697c6-65f5-4dcd-9aa1-265f208133c0.jpg","Bodrum Turgutreis Merkez'de Manzaralı,Eşyalı 1+1 Denize Sıfır Keyifli Daire",""
"https://www.hepsiemlak.com/mugla-ula-gokova-kiralik/villa/142850-78","12","40.000","27-03-2024","Kiralık Villa","3 +
                        1","175 m²","Sıfır Bina","Bahçe Katı","Ula, Gökova Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/4/4/1/3/2/4/e7656c64-90a0-4ef1-ba03-357413ded739.jpeg","Muğlanın İncisi Gökovada Kiralık Müstakil 3+1villalar Son 1 Adet",""
"https://www.hepsiemlak.com/mugla-bodrum-gundogan-kiralik/residence/64126-61","15","150.000","01-04-2024","Kiralık Residence","2 +
                        1","100 m²","8
                      Yaşında","2. Kat","Bodrum, Gündoğan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/0/1/8/8/7/3/3/3/fd17905c-f5c5-4fec-ba25-c717b0ae68b3.jpg","Bodrum Gündoğanda Özel Plajlı Sitede Lüks Daire",""
"https://www.hepsiemlak.com/mugla-dalaman-altintas-kiralik/daire/133160-100","13","11.500","25-03-2024","Kiralık Daire","1 +
                        1","60 m²","Sıfır Bina","2. Kat","Dalaman, Altıntas Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gho-likya-gayrimenkul-133160","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/3/9/0/4/2/4/f21c8fea-dd9c-4f8b-8e37-7d4aeeaa107f.jpeg","Gho'dan Altıntasta Havuzlu Sitede Kiralık 1+1 Eşyalı Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/6/1/3/3/1/ba83d99f-9792-4b2f-be43-b5362b1a87d7.jpg"
"https://www.hepsiemlak.com/mugla-ortaca-cumhuriyet-kiralik/daire/126009-267","16","14.000","29-03-2024","Kiralık Daire","2 +
                        1","85 m²","Sıfır Bina","Ara Kat","Ortaca, Cumhuriyet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/murat-cimen-gayrimenkul-126009","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/4/0/3/4/2/4/c1dcb28b-1d53-44b0-8987-b9c84ea681d3.jpg","Murat Çimen'den Ortaca Atatürk Bulvarında 2+1 Kiralık Daireler","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/0/0/6/2/1/ad36ec74-a175-4fc9-8e1c-c18c95e855c7.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/villa/56203-4553","13","320.000","08-04-2024","Kiralık Villa","3 +
                        1","150 m²","5
                      Yaşında","","Bodrum, Yalıkavak Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/yalihan-gayrimenkul-56203/ayhan-kucuk-1045775","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/0/8/5/4/2/4/d5a65615-1a8f-41b7-9c38-7198ec7741bd.jpg","Bodrum Yalıkavak 3+1 Özel Havuzlu Tek Katlı Müstakil Taş Villa","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/5/7/7/5/4/0/1/4d8c75eb-b0b7-4e24-a702-438e26fd489a.jpg"
"https://www.hepsiemlak.com/mugla-marmaris-armutalan-kiralik/daire/0-42378325","6","25.000","19-03-2024","Kiralık Daire","1 +
                        1","55 m²","18
                      Yaşında","3. Kat","Marmaris, Armutalan Mahallesi","","","Sahibinden Ekim Sonuna Kadar Kiralik",""
"https://www.hepsiemlak.com/mugla-ortaca-eskikoy-kiralik/bina/119964-509","14","15.000","24-02-2024","Kiralık Bina","2 +
                        1","115 m²","10
                      Yaşında","","Ortaca, Eskiköy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/3er-gayrimenkul-119964","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/6/9/9/1/1/e4ffcb91-d8e3-40eb-943a-777cb80cc3fa.jpg","Dalyan Yakın Mevkide Eşyalı Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-ortaca-okcular-kiralik/mustakil-ev/82884-1352","20","35.000","04-04-2024","Kiralık Müstakil Ev","1 +
                        1","121 m²","Sıfır Bina","","Ortaca, Okçular Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/elit-emlak-82884","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/8/8/2/8/0/b0b1033e-def7-4834-b768-b78c05536ebb.jpg","Ortaca/dalyan Okçular Mah. 2+1 Eşyalı Müstakil Havuzlu Ev",""
"https://www.hepsiemlak.com/mugla-bodrum-peksimet-kiralik/villa/34403-2922","20","35.000","04-03-2024","Kiralık Villa","3 +
                        1","120 m²","30
                      Yaşında","","Bodrum, Peksimet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/dogus-emlak-34403/bedri-taskin-iscan-707453","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/3/2/0/3/2/4/33816b25-4a1c-43b6-a637-b646ae03cb8f.jpg","Ormancılar Sitesi Deniz Manzaralı 3+1 Villa","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/3/5/4/7/0/7/18602e2c-68e8-4185-b499-38b05709c0f6.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-geris-kiralik/villa/121283-360","26","42.000","21-02-2024","Kiralık Villa","2 +
                        1","110 m²","25
                      Yaşında","","Bodrum, Geriş Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/safak-gayrimenkul-121283/safak-atalay-2777918","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/3/2/4/2/2/4/372982fe-87a7-4e22-87dc-29eb5d31a5aa.jpg","Bodrum Yalıkavak Geriş Site İçi Manzaralı Eşyalı 2+1 Villa","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/8/1/9/7/7/7/2/1e2e9e65-f829-4b6d-b900-68c8593e910c.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-eskicesme-kiralik/daire/118251-216","27","20.000","04-04-2024","Kiralık Daire","1 +
                        1","65 m²","15
                      Yaşında","2. Kat","Bodrum, Eskiçeşme Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/6/3/9/3/2/4/1711055573908-42393647.jpg","Bodrum Merkez Eskiçeşme’de Havuzlu Sitede Kiralik 1+1 Daire",""
"https://www.hepsiemlak.com/mugla-mentese-akcaova-kiralik/daire/49859-2739","1","15.000","03-04-2024","Kiralık Daire","2 +
                        1","115 m²","15
                      Yaşında","2. Kat","Menteşe, Akçaova Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/6/4/8/7/1/4/a1cac167-dc53-4bfa-a0d2-f3082ded0fa7.jpg","Akçaova'da Kiralık D.Gazlı Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-kemer-kiralik/yazlik/88202-138","13","35.000","10-03-2024","Kiralık Yazlık","3 +
                        1","100 m²","25
                      Yaşında","Bahçe Katı","Bodrum, Kemer Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/7/4/3/3/2/4/3112242a-04a1-45c6-92ec-f77de4cce0fe.jpg","Kiralik 3+1 Dublex 35.000 Tl",""
"https://www.hepsiemlak.com/mugla-fethiye-karaculha-kiralik/daire/138792-8","11","10.000","27-03-2024","Kiralık Daire","2 +
                        1","135 m²","15
                      Yaşında","Giriş Katı","Fethiye, Karaçulha Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/3/2/5/2/2/4/8437f429-268e-4431-a80e-b26f2a776cd1.jpg","Muğla Fethiye Karaçulha Mh Kiralık 2+1 Daire",""
"https://www.hepsiemlak.com/mugla-milas-bozalan-kiralik/mustakil-ev/144035-43","9","80.000","06-04-2024","Kiralık Müstakil Ev","3 +
                        2","349 m²","5
                      Yaşında","Bahçe Katı","Milas, Bozalan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/9/5/6/4/2/4/561b4c20-069a-40d2-82ae-28037c6fc67c.jpeg","Gökova'da Kiralık 3+2 Deniz Manzaralı Tripleks",""
"https://www.hepsiemlak.com/mugla-bodrum-akcaalan-kiralik/villa/28765-6342","14","40.000","03-04-2024","Kiralık Villa","3 +
                        1","110 m²","4
                      Yaşında","","Bodrum, Akçaalan Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-artemis-28765","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/9/3/5/4/2/4/1712149121-975535-42453965.jpeg","Bodrum Turgutreis Kiralık 3+1 Tek Katlı Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/6/7/8/2/0/58296d53-d3b6-485e-b2a1-6c0fc7f041b5.jpg"
"https://www.hepsiemlak.com/mugla-milas-ahmet-cavus-hayitli-kiralik/daire/4884-4292","19","27.500","07-03-2024","Kiralık Daire","2 +
                        1","130 m²","11
                      Yaşında","2. Kat","Milas, Ahmet Çavuş Hayıtlı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/milas-gayrimenkul-4884","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/1/8/1/3/2/4/fa22e6d0-ce06-464c-8a8c-434c302d3161.jpg","Hayıtlı Mahallesinde Full Eşyalı 2+1 Kaloriferli Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/8/8/4/0/0/32a6afa6-1339-471e-b9a1-497e0eecad4b.jpg"
"https://www.hepsiemlak.com/mugla-milas-cumhuriyet-kiralik/daire/120565-549","19","20.000","27-02-2024","Kiralık Daire","4 +
                        1","150 m²","3
                      Yaşında","Yüksek Giriş","Milas, Cumhuriyet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/mulkedin-gayrimenkul-120565","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/7/7/4/2/2/4/1709045488210-42247748.jpg","Cumhuriyet İlköğretim Okulu Yanı Kiralik 4+1 Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/6/5/0/2/1/f6056518-4219-47de-abd0-b3e7b7c9f149.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-tasyaka-kiralik/daire/137711-267","17","13.000","05-04-2024","Kiralık Daire","2 +
                        1","80 m²","15
                      Yaşında","Ara Kat","Fethiye, Taşyaka Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/hk-grup-emlak-ve-yatirim-danismanligi-137711","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/8/1/4/4/2/4/e058e2bc-254a-41df-b88f-f9483852b359.jpg","Taşyaka Mahallesi Merkezi Konumda Ara Kat Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/1/7/7/3/1/1d822f04-6f6b-4388-a481-f9ed4c79360c.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-yaniklar-kiralik/daire/140598-2","36","20.000","01-04-2024","Kiralık Daire","2 +
                        1","120 m²","1
                      Yaşında","2. Kat","Fethiye, Yanıklar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/fethiye-artemis-emlak-140598","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/4/1/3/4/2/4/b4e06ea8-efdc-4b63-8874-698295fb500e.jpg","Fethiye Yanıklar'da Doğa İle İç İçe Sakin Konumda Eşyalı Kiralık 2+1 Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/9/5/0/4/1/f4e23db8-a3e3-4cca-8ee5-400e25f5bcea.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-turkbuku-kiralik/villa/131129-232","26","70.000","30-03-2024","Kiralık Villa","2 +
                        1","120 m²","12
                      Yaşında","","Bodrum, Türkbükü Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/7/4/3/3/2/4/476782a8-3857-4b56-a0bf-676a2b1e7e8d.jpg","Kiralık Türkbükü Denize 10m 2+1 Müstakil Bahçeli Teraslı Villa",""
"https://www.hepsiemlak.com/mugla-ortaca-dalyan-kiralik/daire/138526-567","28","18.000","19-03-2024","Kiralık Daire","2 +
                        1","90 m²","15
                      Yaşında","2. Kat","Ortaca, Dalyan Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/adress-ailesi-138526","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/7/3/2/3/2/4/13823b54-dd39-4c2c-8eac-bc57fef9d002.jpg","Adress Ailesinden Muğla Ortaca Dalyan Merkezde Uzun Dönem Kiralık Lüks Eşyalı Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/2/5/8/3/1/d6cf4f1e-4205-4df1-a525-787c6f7612a9.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-cumhuriyet-kiralik/daire/140639-30","8","17.000","14-04-2024","Kiralık Daire","1 +
                        1","40 m²","25
                      Yaşında","2. Kat","Fethiye, Cumhuriyet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/oozturk-gayrimenkul-insaat-140639","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/9/3/6/3/2/4/1711609327131-42363960.jpg","Fethiye Çarşı İçerisinde 1+1 İster Ofis İster Daire Kullanıma Uygun Kiralık","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/3/6/0/4/1/560c2651-1cef-4aa4-ab13-180bebc838fc.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-yenikoy-kiralik/villa/94495-184","25","60.000","21-02-2024","Kiralık Villa","3 +
                        1","144 m²","Sıfır Bina","","Bodrum, Yeniköy Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/0/5/4/2/2/4/2389c536-ea93-46cd-a5a8-2e712cc9da8c.jpg","Merkezi Konumda Kiralik Havuzlu 3+1 Tek Kat Yeni Villa",""
"https://www.hepsiemlak.com/mugla-bodrum-bitez-kiralik/mustakil-ev/77493-2166","10","73.000","18-03-2024","Kiralık Müstakil Ev","3 +
                        1","200 m²","10
                      Yaşında","","Bodrum, Bitez Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/simurg-gayrimenkul-77493/senay-bagci-1465795","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/7/0/6/3/2/4/d2862437-f3d3-45bd-bd67-3527884aba79.jpg","Bitez Mandalina Bahçesinde Müstakil Villa Eşyasız Yıllık Kiralık","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/5/9/7/5/6/4/1/cfd95643-7777-4777-9ed5-308f336e7a65.jpg"
"https://www.hepsiemlak.com/mugla-koycegiz-yeni-kiralik/daire/139127-106","13","12.000","04-04-2024","Kiralık Daire","2 +
                        1","140 m²","5
                      Yaşında","Yüksek Giriş","Köyceğiz, Yeni Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gulen-emlak-139127","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/6/3/6/2/2/4/1708887658816-42263607.jpg","Köyceğiz Yeni Mahalle De Kiralık Geniş 2+1 Bahçe Katı","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/2/1/9/3/1/39a67f0b-65d0-4f97-a009-85135aaa44c2.jpg"
"https://www.hepsiemlak.com/mugla-koycegiz-gelisim-kiralik/daire/141590-72","10","11.000","09-04-2024","Kiralık Daire","2 +
                        1","100 m²","5
                      Yaşında","Giriş Katı","Köyceğiz, Gelişim Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/fetih-gayrimenkul-141590","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/6/6/7/4/2/4/04fa7f3b-74aa-486b-bd60-0ae5e565b389.jpeg","Fetih Emlak'dan Gelişim Mah.'de Giriş Kat Uygun Fiyatlı 2+1","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/9/5/1/4/1/97fb8817-7e4f-4be6-a4e7-4f5fbe6609b6.jpg"
"https://www.hepsiemlak.com/mugla-marmaris-hisaronu-kiralik/mustakil-ev/26388-5109","20","10.000","08-04-2024","Kiralık Müstakil Ev","1 +
                        1","70 m²","12
                      Yaşında","","Marmaris, Hisarönü Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/tt-emlak-26388","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/8/6/5/4/2/4/47a8c09a-bdee-4c7d-85f9-a8c10b3e8631.jpg","Tt Emlak'tan Hisarönü Köy İçinde Kiralık Müstakil Köy Evi","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/8/3/6/2/0/467e8e89-bfc6-4c1c-acc4-e061f3a15164.jpg"
"https://www.hepsiemlak.com/mugla-dalaman-ege-kiralik/daire/94602-642","10","13.000","25-03-2024","Kiralık Daire","3 +
                        1","150 m²","11
                      Yaşında","2. Kat","Dalaman, Ege Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/azur-mavi-gayrimenkul-94602","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/7/7/0/4/2/4/723f4d1c-11a6-42e5-92a0-51e1a4f202f2.jpeg","Dalaman Merkeze Yakın Kiralık 3+1","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/0/6/4/9/0/a267b43e-7fa2-410b-8e6d-d6e9a4797481.jpg"
"https://www.hepsiemlak.com/mugla-mentese-yesilyurt-kiralik/mustakil-ev/117004-368","29","15.000","02-04-2024","Kiralık Müstakil Ev","2 +
                        1","90 m²","11
                      Yaşında","Bahçe Katı","Menteşe, Yeşilyurt Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/emre-group-vip-gayrimenkul-117004","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/0/0/7/1/1/bae4c32e-f041-47fc-8d42-017816c389ee.jpg","Muğla/menteşe Yeşilyurt Mahallesinde Kiralık Ev.",""
"https://www.hepsiemlak.com/mugla-bodrum-akyarlar-kiralik/villa/82628-810","29","75.000","09-04-2024","Kiralık Villa","3 +
                        1","101 m²","11
                      Yaşında","Bahçe Katı","Bodrum, Akyarlar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/fc-group-82628","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/2/6/2/8/0/d8afa067-ec20-4fcd-801c-9b5920c40ba8.jpg","Fc Group'tan, Akyarlar'da, Havuzlu Sitede, 3+ 1, Kiralık, Villa",""
"https://www.hepsiemlak.com/mugla-ortaca-cayli-kiralik/daire/98640-1044","13","11.000","02-04-2024","Kiralık Daire","2 +
                        1","85 m²","2
                      Yaşında","Bahçe Katı","Ortaca, Çaylı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gunaydin-gayrimenkul-98640","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/4/6/8/9/0/72931a8a-7421-46f7-8aad-944ccd7e8c58.jpg","Ortaca Çaylı Mahallesinde 2+1 Dairemiz Kiralıktır.",""
"https://www.hepsiemlak.com/mugla-marmaris-armutalan-kiralik/daire/120066-386","4","20.000","03-04-2024","Kiralık Daire","1 +
                        1","65 m²","15
                      Yaşında","2. Kat","Marmaris, Armutalan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/8/3/7/2/2/4/71efcfc0-5dc5-4d8b-8247-ef2803a61701.jpg","Marmaris Armutalan Da Adliye Civarı Bakımlı Kiralık 1+1 Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-yokusbasi-kiralik/daire/64802-6412","15","20.000","18-03-2024","Kiralık Daire","2 +
                        1","70 m²","16
                      Yaşında","Giriş Katı","Bodrum, Yokuşbaşı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/hedef-gayrimenkul-64802","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/1/2/7/3/2/4/b65fc708-341c-4a75-b45b-a98bdf689fdf.jpeg","Bodrum Yokuşbaşı Mh. Merkezi Konumda İki Artı Bir Alt Kat Kiralı","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/0/8/4/6/0/174435d7-6f3a-4252-be86-4143e90e9fba.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-kucukbuk-kiralik/villa/122999-652","40","40.000","06-04-2024","Kiralık Villa","3 +
                        1","110 m²","11
                      Yaşında","Bahçe Katı","Bodrum, Küçükbük Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/3/2/7/3/2/4/df909f8f-e5e9-4009-b68b-5022f18e8fb4.jpeg","Gündoğan Plajlı Sitde Panoramik Deniz Manzaralı Eşyalı 3+1 Villa",""
"https://www.hepsiemlak.com/mugla-koycegiz-ulucami-kiralik/daire/139367-116","42","25.000","02-04-2024","Kiralık Daire","3 +
                        1","125 m²","4
                      Yaşında","2. Kat","Köyceğiz, Ulucami Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/muf-yatirim-danismanligi-139367","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/3/8/6/3/2/4/92bac54f-15f3-4511-8db8-7ebcc92b0919.jpeg","Muf'tan Göl Kenarında 3+1 Dublex Müstakil Girişli Daire!!","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/6/3/9/3/1/07d54d7a-26c7-490e-8276-be191dae8c78.jpg"
"https://www.hepsiemlak.com/mugla-mentese-emirbeyazit-kiralik/daire/115758-1887","54","35.000","13-03-2024","Kiralık Daire","4 +
                        1","185 m²","17
                      Yaşında","1. Kat","Menteşe, Emirbeyazıt Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/lider-gayrimenkul-115758","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/2/8/4/3/2/4/3dd38629-46ab-4092-9c04-9f1036b1ff36.jpg","Lider'den Muğla Menteşe Emirbeyazıt'ta  Kiralık 4+1 Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/5/7/5/1/1/30168ecb-3343-4db9-be9a-9e93bdad7ed6.jpg"
