"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","list-view-header","list-view-location","celly 4","he-lazy-image src","img-wrp href","he-lazy-image src 2"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/yazlik/65747-936","23","390.000","16-03-2024","Kiralık Yazlık","3 +
                        1","260 m²","7
                      Yaşında","(s936) Çarşıya Yakın, Havuzlu Sitede, 3+1, Kiralık Taş Villa","Çeşme, Alaçatı Mahallesi","Villa Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/0/9/3/2/3/3/dc4e09e2-dc3c-4ad3-bac1-e7eb5d8447a9.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg"
"https://www.hepsiemlak.com/izmir-menemen-9-eylul-kiralik/daire/21001-17563","14","25.000","31-03-2024","Kiralık Daire","3 +
                        1","132 m²","5
                      Yaşında","Ulukent Kiralık Lüx3+1yüzme Havuz+sporsalonlu Sitede Çiğliserkan","Menemen, 9 Eylül Mahallesi","8. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/2/8/3/4/2/4/0e8283e5-4a06-41e7-a6e7-34187661df86.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-kurucesme-kiralik/daire/126264-1149","7","11.000","21-03-2024","Kiralık Daire","1 +
                        1","55 m²","4
                      Yaşında","Eşyalı Doğalgaz Kombili Üniversiteye Yakın Kiralık Daire","Buca, Kuruçeşme Mahallesi","Giriş Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/0/6/3/1/2/4/a87c4672-ae98-4184-9d55-9d05cfc3e018.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/36744-4668","25","500.000","17-02-2024","Kiralık Villa","4 +
                        1","130 m²","7
                      Yaşında","Alaçatı'da Sezonluk Kiralık 4+1 Tek Müstakil Havuzlu Villa","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/9/1/5/3/9/1/3/3/dbc59494-09d6-4f13-8a50-60172560a0be.jpg","https://www.hepsiemlak.com/emlak-ofisi/arda-gayrimenkul-yatirim-danismanligi-36744","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/4/7/6/3/0/877a05ac-81bf-4041-917d-b7308f59f87f.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/yazlik/6057-1989","30","200.000","28-03-2024","Kiralık Yazlık","3 +
                        1","150 m²","12
                      Yaşında","Class'tan Alaçatı Çamlık Yol Civarında Full Eşyalı Sezonda 2 Aylık","Çeşme, Alaçatı Mahallesi","Villa Katı","https://hecdn01.hemlak.com/mncropresize/182/137/7/8/9/2/3/0/5/3/c6567ec9-bf03-4ab2-8f53-286664a9ca8d.jpg","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/5/0/6/0/0/bf08ebce-ebb7-4f57-a063-a900b0d47a68.jpg"
"https://www.hepsiemlak.com/izmir-cigli-ahmet-efendi-kiralik/daire/125876-1902","22","17.500","31-01-2024","Kiralık Daire","1 +
                        1","74 m²","1
                      Yaşında","Myway Wıns Blue Sitesinde Orman Manzaralı Lüks Eşyalı 1+1","Çiğli, Ahmet Efendi Mahallesi","5. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/1/6/3/1/2/4/7d7dc997-e8c9-487d-b642-008e3c57b913.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-4-125876","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/7/8/5/2/1/0342d86e-fbb2-43c5-93c2-fa0deaffdebc.jpg"
"https://www.hepsiemlak.com/izmir-konak-alsancak-kiralik/daire/1066-4888","8","15.000","23-02-2024","Kiralık Daire","1 +
                        1","75 m²","30
                      Yaşında","Alsancak Sevinç Yakını 1+1 Kiralık Daire","Konak, Alsancak Mahallesi","2. Kat","","",""
"https://www.hepsiemlak.com/izmir-cesme-yali-kiralik/villa/65747-1814","22","420.000","16-03-2024","Kiralık Villa","4 +
                        1","270 m²","2
                      Yaşında","(s1814) Denize 100 Mt, Marketlere Yakın, Özel Havuzlu, 4+1 Villa","Çeşme, Yalı Mahallesi","","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747",""
"https://www.hepsiemlak.com/izmir-buca-goksu-kiralik/daire/126264-1108","7","5.000","24-01-2024","Kiralık Daire","1 +
                        1","65 m²","26
                      Yaşında","Buca Göksu Da 1+1 65 M2 Kiralık Daire","Buca, Göksu Mahallesi","2. Kat","","",""
"https://www.hepsiemlak.com/izmir-bayrakli-alpaslan-kiralik/daire/21001-17559","13","9.000","30-03-2024","Kiralık Daire","2 +
                        1","102 m²","20
                      Yaşında","Bayraklı Alparslan Mah. Kiralık Yüksekzemin2+1 Çiğli Serkan Dan","Bayraklı, Alpaslan Mahallesi","Yüksek Giriş","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/0/5/3/4/2/4/e12f3d8e-21b2-497d-bbe8-a6436b90444b.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-sifne-kiralik/villa/65747-991","22","400.000","03-04-2024","Kiralık Villa","3 +
                        1","150 m²","4
                      Yaşında","(s991) Denize Yakın, Özel Havuzlu, Özel Bahçeli, Bağımsız Kiralık Villa.","Çeşme, Şifne Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/5/8/1/5/3/3/0fc56875-d913-4a91-b5d7-6c4ff4e3beca.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg"
"https://www.hepsiemlak.com/izmir-cesme-celal-bayar-kiralik/residence/6057-2241","26","250.000","10-03-2024","Kiralık Residence","Stüdyo","75 m²","1
                      Yaşında","Class'tan Ilıca Merkezde Denize 50 Metre Suite Daire Sezonluk","Çeşme, Celal Bayar Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/8/0/6/6/0/4/cae3da05-fbec-456a-aca4-b13c2e5c5eee.jpg","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/5/0/6/0/0/bf08ebce-ebb7-4f57-a063-a900b0d47a68.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/31220-8123","18","525.000","21-03-2024","Kiralık Villa","3 +
                        1","120 m²","5
                      Yaşında","Alaçatı Yıllık Kiralık Macro Center Arkası 3+1 Fırsat Villa","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/0/6/1/7/0/4/73a47a11-8c09-446b-afbd-5d6d7303d542.jpeg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-1-31220","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/2/2/1/3/0/9d5f9d5b-1b38-4d3e-95fa-f8581a33ad55.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-bostanli-kiralik/daire/21001-17566","12","25.000","02-04-2024","Kiralık Daire","3 +
                        1","122 m²","20
                      Yaşında","Bostanlıda Kiralık3+1 Doğalgaz Kombili Balkonlu Çiğli Serkan Dan","Karşıyaka, Bostanlı Mahallesi","5. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/8/6/4/4/2/4/e84e5f89-96d8-4629-9ded-64281bc2df91.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/yazlik/65747-818","22","200.000","08-04-2024","Kiralık Yazlık","3 +
                        1","100 m²","3
                      Yaşında","(s818) Merkezi Konum, Çarşı Yürüme Mesafesi, Birinci Kat, 3+1.","Çeşme, Alaçatı Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/4/5/0/1/2/3/38b5d38e-fa70-4fa6-8314-58c176ef26b6.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/mustakil-ev/6057-2195","26","250.000","08-03-2024","Kiralık Müstakil Ev","2 +
                        1","110 m²","25
                      Yaşında","Class'tan Alaçatı Çamlık Yolda Tek Katlı Müstakil 2+1 Sezonluk","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/7/6/7/6/8/3/8791d780-011b-4f79-b0c2-e7b7e9597f93.jpg","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/5/0/6/0/0/bf08ebce-ebb7-4f57-a063-a900b0d47a68.jpg"
"https://www.hepsiemlak.com/izmir-menemen-kazimpasa-kiralik/daire/21001-17393","12","18.500","05-03-2024","Kiralık Daire","2 +
                        1","90 m²","5
                      Yaşında","Menemen Koyunderede Dogalgazlı Asansörlü Arakat Eşyalı 2+1 Daire","Menemen, Kazımpaşa Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/9/5/0/3/2/4/fa215437-d9cd-495c-b497-df31d89f5714.jpg","",""
"https://www.hepsiemlak.com/izmir-menemen-gazi-mustafa-kemal-kiralik/daire/31220-8569","17","12.500","16-02-2024","Kiralık Daire","2 +
                        0","55 m²","4
                      Yaşında","Bakırçay Üniv. Sine Yürüme Mesafesinde Eşyalı Kiralık 2+0 Daire","Menemen, Gazi Mustafa Kemal Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/4/6/3/4/1/4/46d7055e-fe25-4599-bcae-c05d410a24f9.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-1-31220","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/2/2/1/3/0/9d5f9d5b-1b38-4d3e-95fa-f8581a33ad55.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/yazlik/6057-1871","25","90.000","28-03-2024","Kiralık Yazlık","3 +
                        1","130 m²","20
                      Yaşında","Class'tan Çamlık Yolu Civarı 3+1 Yaz Sezonunda Aylık Villa","Çeşme, Alaçatı Mahallesi","Villa Katı","https://hecdn01.hemlak.com/mncropresize/182/137/4/3/0/2/8/3/3/3/066d37bd-2b1c-4e88-a7b0-41c7a1bf836a.jpg","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/5/0/6/0/0/bf08ebce-ebb7-4f57-a063-a900b0d47a68.jpg"
"https://www.hepsiemlak.com/izmir-menemen-gazi-mustafa-kemal-kiralik/daire/112706-6416","13","9.500","15-03-2024","Kiralık Daire","1 +
                        1","55 m²","Sıfır Bina","Seyrek'te Bakırçay Üni Karşısı Kiralık 1+1 Daire","Menemen, Gazi Mustafa Kemal Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/1/1/6/8/1/4/6494779a-3abb-43f8-a36d-290f0ba16cbf.jpeg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-2-112706","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/0/7/2/1/1/c680c5a7-a39c-4217-b732-2444ffd214a5.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/yazlik/65747-553","19","250.000","08-04-2024","Kiralık Yazlık","2 +
                        1","70 m²","1
                      Yaşında","(s553) Merkezi Konum, Çarşı Yürüme Mesafesi, Balkonlu, 2+1.","Çeşme, Alaçatı Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/0/6/0/2/6/2/723d2aa2-51a1-4038-b79b-0b718a7b301a.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg"
"https://www.hepsiemlak.com/izmir-bayrakli-org-nafiz-gurman-kiralik/daire/21001-17395","10","10.000","05-03-2024","Kiralık Daire","2 +
                        1","95 m²","10
                      Yaşında","Bayraklı Nafızgürman Mah 2+1 Kapalı Mutfak Daire Çigli Serkan Emlak Güvencesiyle","Bayraklı, Org. Nafiz Gürman Mahallesi","Yüksek Giriş","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/3/9/0/3/2/4/288804ac-a5cd-4e3d-a604-716f6743114b.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-dalyan-kiralik/villa/93598-996","23","750.000","09-04-2024","Kiralık Villa","2 +
                        1","200 m²","4
                      Yaşında","Alaçatı Gayrimenkul'den Dalyan'da   Kiralık  Havuzlu  Villa","Çeşme, Dalyan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/6/6/5/1/1/4/773b9031-775c-4ca3-962b-b37acbdb1f12.jpeg","https://www.hepsiemlak.com/emlak-ofisi/alacati-gayrimenkul-93598","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/9/5/3/9/0/db8531c2-d7c0-412e-990b-32dad2d6b1dd.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/74495-4034","8","1.000.000","21-03-2024","Kiralık Villa","5 +
                        1","220 m²","30
                      Yaşında","Çeşme De Kiralık Müstakil Bahçeli Otel Olmaya Aday Villa","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/6/2/8/9/9/3/f483d846-3c10-4441-8e81-4cf69a9cefac.jpg","https://www.hepsiemlak.com/emlak-ofisi/kalyon-emlak-alacati-74495","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/9/4/4/7/0/c8e381f4-5b01-4e18-8501-5ada8087cb14.jpg"
"https://www.hepsiemlak.com/izmir-cigli-balatcik-kiralik/daire/21001-17387","10","17.000","04-03-2024","Kiralık Daire","1 +
                        1","60 m²","5
                      Yaşında","Çigli Balatçıkda Kiralık Eşyalı 1+1 Daire Çigli Serkan Emlak Dan","Çiğli, Balatçık Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/2/2/0/3/2/4/758d116f-15b1-4b77-839d-fc6682cdab0f.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/yazlik/6057-1722","23","100.000","28-03-2024","Kiralık Yazlık","3 +
                        1","120 m²","15
                      Yaşında","Class'tan Çamlık Yolda Sezon İçinde Aylık Eşyalı Dubleks Villa","Çeşme, Alaçatı Mahallesi","Villa Katı","https://hecdn01.hemlak.com/mncropresize/182/137/8/3/5/8/0/9/0/3/5becb575-1f9e-47df-959c-5e36e098e9c1.jpg","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/5/0/6/0/0/bf08ebce-ebb7-4f57-a063-a900b0d47a68.jpg"
"https://www.hepsiemlak.com/izmir-cigli-esentepe-kiralik/daire/21001-17574","8","22.000","03-04-2024","Kiralık Daire","3 +
                        1","122 m²","Sıfır Bina","Esentepe Kiralık Sıfır 3+1 Doğalgaz+ebeveynbanyolu+asansör Çiğliserkan","Çiğli, Esentepe Mahallesi","4. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/8/1/5/4/2/4/53d9519a-4bda-4145-87a8-c1006e8c7beb.jpg","",""
"https://www.hepsiemlak.com/izmir-menemen-inonu-kiralik/daire/21001-17505","7","11.000","18-03-2024","Kiralık Daire","1 +
                        1","52 m²","5
                      Yaşında","Seyrekde Kiralık Eşyalı 1+1 Doğalgazlı Asansörlü Çiğliserkandan","Menemen, İnönü Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/6/3/7/3/2/4/d1589230-2cab-4bfa-b02f-7b4da7835a09.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-buca-koop-kiralik/daire/6057-2299","14","15.000","21-02-2024","Kiralık Daire","2 +
                        1","102 m²","11
                      Yaşında","Buca Koop’ta Asansörlü - Merkezi - Doğalgazlı - Kiralık 2+1 Daire","Buca, Buca Koop. Mahallesi","Giriş Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/5/2/7/9/1/4/0cac06c0-65d5-4884-9a99-ef501d9f8b0f.jpg","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/5/0/6/0/0/bf08ebce-ebb7-4f57-a063-a900b0d47a68.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/yazlik/65747-1200","31","450.000","01-04-2024","Kiralık Yazlık","3 +
                        1","130 m²","5
                      Yaşında","(s1200) Hacımemiş Mevkiinde, Özel Havuzlu, Kiralık Villa","Çeşme, Alaçatı Mahallesi","Villa Katı","https://hecdn01.hemlak.com/mncropresize/182/137/6/5/1/9/1/0/5/3/2fb9b677-2b01-4d11-9c19-5d43f5800b38.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg"
"https://www.hepsiemlak.com/izmir-cigli-kucuk-cigli-kiralik/daire/21001-17584","37","12.000","04-04-2024","Kiralık Daire","21 +
                        1","100 m²","20
                      Yaşında","Çiğli Serkan Emlak Dan K.Çiğli De Kiralık Daire","Çiğli, Küçük Çiğli Mahallesi","4. Kat","","",""
"https://www.hepsiemlak.com/izmir-menemen-golcuk-kiralik/daire/21001-17579","45","12.000","04-04-2024","Kiralık Daire","3 +
                        1","145 m²","Sıfır Bina","Menemen Asarlıkta Kiralık 3+1 140 M2 Çiğli Serkan Emlak Dan","Menemen, Gölcük Mahallesi","3. Kat","","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/125876-1398","16","200.000","27-01-2024","Kiralık Villa","4 +
                        2","200 m²","4
                      Yaşında","Alaçatı Çamlıkyol Da Havuzlu Villa Sezonluk","Çeşme, Alaçatı Mahallesi","Bahçe Katı","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/7/8/5/2/1/0342d86e-fbb2-43c5-93c2-fa0deaffdebc.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-4-125876",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/yazlik/6057-2293","48","110.000","10-02-2024","Kiralık Yazlık","3 +
                        1","170 m²","15
                      Yaşında","Class'tan Alaçatıda 36 Villalık Havuzlu Sitede Sezon İçinde Aylık Taşev","Çeşme, Alaçatı Mahallesi","Villa Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/8/3/8/4/1/4/263687e0-f420-438f-891a-f0dbaf344e42.jpg","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/5/0/6/0/0/bf08ebce-ebb7-4f57-a063-a900b0d47a68.jpg"
"https://www.hepsiemlak.com/izmir-menemen-ataturk-kiralik/daire/21001-17538","35","12.000","04-04-2024","Kiralık Daire","3 +
                        1","125 m²","15
                      Yaşında","Çiğli Serkan Emlak Dan Menemen Asarlıkta 3+1 125 M2 Daire","Menemen, Atatürk Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/9/5/1/4/2/4/03dfbb43-dfca-40ce-b073-d83f69d37f1d.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-ardic-kiralik/daire/6057-2115","35","250.000","16-02-2024","Kiralık Daire","1 +
                        1","75 m²","28
                      Yaşında","Class'tan Çeşme Ardıç Mah.De Denize Sıfır Site İçi 1+1 Daire Sezonluk","Çeşme, Ardıç Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/8/2/5/0/7/3/62a8a576-b0ed-45a5-bf34-592102dcc0a4.jpg","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/5/0/6/0/0/bf08ebce-ebb7-4f57-a063-a900b0d47a68.jpg"
"https://www.hepsiemlak.com/izmir-cigli-balatcik-kiralik/daire/21001-17516","33","12.000","21-03-2024","Kiralık Daire","2 +
                        1","95 m²","20
                      Yaşında","Çiğliserkan Emlak Dan Çiğli Balatcıkta Kiralık Daire","Çiğli, Balatçık Mahallesi","Yüksek Giriş","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/9/0/9/3/2/4/34d84aa2-b1db-46a4-9e71-692ef2de668a.jpg","",""
"https://www.hepsiemlak.com/izmir-konak-mimar-sinan-kiralik/daire/31745-20630","34","21.000","02-04-2024","Kiralık Daire","3 +
                        1","147 m²","25
                      Yaşında","Alsancak Trt Karşısı Kiralık 3+1","Konak, Mimar Sinan Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/5/7/5/9/1/4/1703497658523-41957527.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-5-31745","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/4/7/1/3/0/6718b45f-7eab-4495-a6ae-e40f674f4b91.jpg"
"https://www.hepsiemlak.com/izmir-bornova-karacaoglan-kiralik/daire/112706-6580","17","11.000","19-03-2024","Kiralık Daire","3 +
                        1","125 m²","20
                      Yaşında","Forum Bornova Ya Yürüme Mesafesinde 3+1 Kiralık Daire","Bornova, Karacaoğlan Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/0/3/3/1/2/4/1706697072998-42133057.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-2-112706","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/0/7/2/1/1/c680c5a7-a39c-4217-b732-2444ffd214a5.jpg"
"https://www.hepsiemlak.com/izmir-cigli-kucuk-cigli-kiralik/daire/21001-17417","32","16.000","13-04-2024","Kiralık Daire","2 +
                        1","105 m²","10
                      Yaşında","Küçükçiğli Kiralık Eşyasız 2+1+doğalgazlı+asansörlü Çiğli Serkan","Çiğli, Küçük Çiğli Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/2/6/3/3/2/4/3035521a-9323-4741-9301-4778f30822b3.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-sifne-kiralik/villa/65747-1791","38","350.000","13-04-2024","Kiralık Villa","3 +
                        1","140 m²","15
                      Yaşında","(s1791) Denize Yakın, Havuzlu Site, Geniş Bahçe, Bağımsız Villa.","Çeşme, Şifne Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/4/0/0/5/0/4/2c3edeb6-ebf2-4983-a4cb-247450c7a0e6.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg"
"https://www.hepsiemlak.com/izmir-cigli-yakakent-kiralik/daire/21001-17407","35","12.000","08-03-2024","Kiralık Daire","3 +
                        1","122 m²","20
                      Yaşında","Yakakentte Kiralık Arakat 3+1 Daire Asansörlü Çigli Serkan Emlak Dan","Çiğli, Yakakent Mahallesi","Ara Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/8/6/2/3/2/4/ccb5f34e-f0dd-4497-8c04-960c57f18800.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-yali-kiralik/villa/65747-1653","35","300.000","15-04-2024","Kiralık Villa","3 +
                        1","120 m²","5
                      Yaşında","(2a1653) Özel Havuzlu, Denize, Marketlere Yürüme Mesafesi, Kiralık Taş Villa","Çeşme, Yalı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/9/5/4/2/8/3/b5e3563b-c4c6-4678-b23a-f9d85a3f36fc.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg"
"https://www.hepsiemlak.com/izmir-cigli-balatcik-kiralik/daire/21001-17373","39","13.500","01-03-2024","Kiralık Daire","2 +
                        1","95 m²","12
                      Yaşında","Çigli Balatçıkda Dogalgazlı Yapılı 2+1 Kapalı Mutfak Daire","Çiğli, Balatçık Mahallesi","Yüksek Giriş","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/8/7/8/2/2/4/f7a5ce69-b4b9-4311-bbbb-649114c99026.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/yazlik/65747-1641","35","250.000","04-04-2024","Kiralık Yazlık","3 +
                        1","130 m²","7
                      Yaşında","(a1641) Köy İçine Yakın Merkezi Konum, Özel Havuz, Taş Villa.","Çeşme, Alaçatı Mahallesi","Villa Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/8/5/9/9/7/3/7bb6d948-4ec2-4f10-a86f-3e9896a04558.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg"
"https://www.hepsiemlak.com/izmir-cigli-evka-5-kiralik/daire/21001-17339","36","11.000","24-02-2024","Kiralık Daire","2 +
                        1","90 m²","20
                      Yaşında","Evka 5 De Kiralık 2+1 Doğalgazlı Balkonlu Çiğli Serkan Dan","Çiğli, Evka-5 Mahallesi","6. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/7/7/5/2/2/4/8bd3a9fe-6927-4cb3-95cb-be3bc5c10b9a.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/93598-1157","15","1.000.000","05-04-2024","Kiralık Villa","3 +
                        1","250 m²","5
                      Yaşında","Alaçatı  Gayrimenkulden  Alaçatı Köyiçi Yakını Kiralık Villa","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/9/5/1/1/2/4/3195259d-c2a1-48b3-b7d5-7e6663defea9.jpeg","https://www.hepsiemlak.com/emlak-ofisi/alacati-gayrimenkul-93598","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/9/5/3/9/0/db8531c2-d7c0-412e-990b-32dad2d6b1dd.jpg"
